text_index	folder_name	sentence_index	token_index	token_text	token_lemma	token_pos	token_entity
1	modelsgenvideo	9	3	generated	generate	VERB	O
1	modelsgenvideo	9	4	fantastical	fantastical	ADJ	O
1	modelsgenvideo	9	5	images	image	NOUN	O
1	modelsgenvideo	9	6	everyday	everyday	ADJ	O
1	modelsgenvideo	9	7	photos	photo	NOUN	O
1	modelsgenvideo	10	1	Use	use	VERB	O
1	modelsgenvideo	10	2	arrow	arrow	NOUN	O
1	modelsgenvideo	10	3	keys	key	NOUN	O
1	modelsgenvideo	10	4	WASD	wasd	NOUN	ORG
1	modelsgenvideo	10	5	move	move	VERB	O
1	modelsgenvideo	10	6	click	click	VERB	O
1	modelsgenvideo	10	7	drag	drag	VERB	O
1	modelsgenvideo	10	8	mouse	mouse	NOUN	O
1	modelsgenvideo	10	9	look	look	VERB	O
1	modelsgenvideo	10	10	around	around	ADV	O
1	modelsgenvideo	11	1	Explore	explore	VERB	O
1	modelsgenvideo	11	2	generated	generated	ADJ	O
1	modelsgenvideo	11	3	world	world	NOUN	O
1	modelsgenvideo	11	4	Use	Use	PROPN	O
1	modelsgenvideo	11	5	WASD	WASD	PROPN	ORG
1	modelsgenvideo	11	6	keys	key	NOUN	O
1	modelsgenvideo	11	7	move	move	VERB	O
1	modelsgenvideo	11	8	Click	Click	PROPN	FAC
1	modelsgenvideo	11	9	drag	drag	VERB	O
1	modelsgenvideo	11	10	look	look	VERB	O
1	modelsgenvideo	11	11	around	around	ADP	O
1	modelsgenvideo	11	12	bounds	bound	NOUN	O
1	modelsgenvideo	11	13	seeing	see	VERB	O
1	modelsgenvideo	11	14	interactive	interactive	ADJ	O
1	modelsgenvideo	12	1	Camera	camera	NOUN	O
1	modelsgenvideo	12	2	Effects	Effects	PROPN	O
1	modelsgenvideo	12	3	scene	scene	NOUN	O
1	modelsgenvideo	12	4	generated	generate	VERB	O
1	modelsgenvideo	12	5	rendered	render	VERB	O
1	modelsgenvideo	12	6	live	live	ADV	O
1	modelsgenvideo	12	7	browser	browser	NOUN	O
1	modelsgenvideo	12	8	using	use	VERB	O
1	modelsgenvideo	12	9	virtual	virtual	ADJ	O
1	modelsgenvideo	12	10	camera	camera	NOUN	O
1	modelsgenvideo	13	1	Precise	precise	ADJ	O
1	modelsgenvideo	13	2	control	control	NOUN	O
1	modelsgenvideo	13	3	camera	camera	NOUN	O
1	modelsgenvideo	13	4	enables	enable	VERB	O
1	modelsgenvideo	13	5	artistic	artistic	ADJ	O
1	modelsgenvideo	13	6	photographic	photographic	ADJ	O
1	modelsgenvideo	13	7	effects	effect	NOUN	O
1	modelsgenvideo	14	1	simulate	simulate	VERB	O
1	modelsgenvideo	14	2	shallow	shallow	ADJ	O
1	modelsgenvideo	14	3	depth	depth	NOUN	O
1	modelsgenvideo	14	4	field	field	NOUN	O
1	modelsgenvideo	14	5	objects	object	VERB	O
1	modelsgenvideo	14	6	certain	certain	ADJ	O
1	modelsgenvideo	14	7	distance	distance	NOUN	O
1	modelsgenvideo	14	8	camera	camera	NOUN	O
1	modelsgenvideo	14	9	focus	focus	NOUN	O
1	modelsgenvideo	14	10	Near	Near	PROPN	O
1	modelsgenvideo	14	11	Far	Far	PROPN	O
1	modelsgenvideo	14	12	Move	move	VERB	O
1	modelsgenvideo	14	13	slider	slider	NOUN	O
1	modelsgenvideo	14	14	adjust	adjust	VERB	O
1	modelsgenvideo	14	15	focus	focus	NOUN	O
1	modelsgenvideo	14	16	distance	distance	NOUN	O
1	modelsgenvideo	14	17	Use	Use	PROPN	O
1	modelsgenvideo	14	18	WASD	wasd	NOUN	ORG
1	modelsgenvideo	14	19	keys	key	VERB	O
1	modelsgenvideo	14	20	move	move	VERB	O
1	modelsgenvideo	14	21	Click	Click	PROPN	FAC
1	modelsgenvideo	14	22	drag	drag	VERB	O
1	modelsgenvideo	14	23	look	look	VERB	O
1	modelsgenvideo	14	24	around	around	ADP	O
1	modelsgenvideo	14	25	bounds	bound	NOUN	O
1	modelsgenvideo	15	1	also	also	ADV	O
1	modelsgenvideo	15	2	simulate	simulate	VERB	O
1	modelsgenvideo	15	3	dolly	dolly	ADV	O
1	modelsgenvideo	15	4	zoom	zoom	NOUN	O
1	modelsgenvideo	15	5	adjusts	adjust	VERB	O
1	modelsgenvideo	15	6	camera	camera	NOUN	O
1	modelsgenvideo	15	7	position	position	NOUN	O
1	modelsgenvideo	15	8	field	field	NOUN	O
1	modelsgenvideo	15	9	view	view	NOUN	O
1	modelsgenvideo	15	10	time	time	NOUN	O
1	modelsgenvideo	15	11	Wide	wide	ADJ	O
1	modelsgenvideo	15	12	Narrow	narrow	ADJ	O
1	modelsgenvideo	15	13	Move	move	VERB	O
1	modelsgenvideo	15	14	slider	slider	NOUN	O
1	modelsgenvideo	15	15	dolly	dolly	ADV	O
1	modelsgenvideo	15	16	zoom	zoom	VERB	O
1	modelsgenvideo	15	17	ca	can	AUX	O
1	modelsgenvideo	15	18	move	move	VERB	O
1	modelsgenvideo	15	19	scene	scene	NOUN	O
1	modelsgenvideo	15	20	bounds	bound	NOUN	O
1	modelsgenvideo	15	21	Effects	effect	NOUN	O
1	modelsgenvideo	16	1	Predicting	predict	VERB	O
1	modelsgenvideo	16	2	scene	scene	NOUN	O
1	modelsgenvideo	16	3	instead	instead	ADV	O
1	modelsgenvideo	16	4	many	many	ADJ	O
1	modelsgenvideo	16	5	benefits	benefit	NOUN	O
1	modelsgenvideo	16	6	Persistent	persistent	ADJ	O
1	modelsgenvideo	16	7	Reality	reality	NOUN	O
1	modelsgenvideo	16	8	world	world	NOUN	O
1	modelsgenvideo	16	9	generated	generate	VERB	O
1	modelsgenvideo	16	10	stay	stay	VERB	O
1	modelsgenvideo	17	1	scene	scene	NOUN	O
1	modelsgenvideo	17	2	wo	will	AUX	O
1	modelsgenvideo	17	3	change	change	VERB	O
1	modelsgenvideo	17	4	behind	behind	ADP	O
1	modelsgenvideo	17	5	back	back	NOUN	O
1	modelsgenvideo	17	6	look	look	VERB	O
1	modelsgenvideo	17	7	away	away	ADV	O
1	modelsgenvideo	17	8	come	come	VERB	O
1	modelsgenvideo	17	9	back	back	ADV	O
1	modelsgenvideo	18	1	Real	real	ADJ	ORG
1	modelsgenvideo	18	2	Time	Time	PROPN	ORG
1	modelsgenvideo	18	3	Control	Control	PROPN	ORG
1	modelsgenvideo	18	4	generating	generate	VERB	O
1	modelsgenvideo	18	5	scene	scene	NOUN	O
1	modelsgenvideo	18	6	move	move	VERB	O
1	modelsgenvideo	18	7	around	around	ADP	O
1	modelsgenvideo	18	8	real	real	ADJ	O
1	modelsgenvideo	18	9	time	time	NOUN	O
1	modelsgenvideo	19	1	linger	linger	VERB	O
1	modelsgenvideo	19	2	details	detail	NOUN	O
1	modelsgenvideo	19	3	flower	flower	NOUN	O
1	modelsgenvideo	19	4	peek	peek	VERB	O
1	modelsgenvideo	19	5	around	around	ADP	O
1	modelsgenvideo	19	6	corner	corner	NOUN	O
1	modelsgenvideo	19	7	see	see	VERB	O
1	modelsgenvideo	19	8	revealed	reveal	VERB	O
1	modelsgenvideo	20	1	generated	generate	VERB	O
1	modelsgenvideo	20	2	worlds	world	NOUN	O
1	modelsgenvideo	20	3	obey	obey	VERB	O
1	modelsgenvideo	20	4	basic	basic	ADJ	O
1	modelsgenvideo	20	5	physical	physical	ADJ	O
1	modelsgenvideo	20	6	rules	rule	NOUN	O
1	modelsgenvideo	20	7	geometry	geometry	NOUN	O
1	modelsgenvideo	21	1	sense	sense	NOUN	O
1	modelsgenvideo	21	2	solidity	solidity	NOUN	O
1	modelsgenvideo	21	3	depth	depth	NOUN	O
1	modelsgenvideo	21	4	contrasts	contrast	VERB	O
1	modelsgenvideo	21	5	dream	dream	NOUN	O
1	modelsgenvideo	21	6	like	like	ADJ	O
1	modelsgenvideo	21	7	nature	nature	NOUN	O
1	modelsgenvideo	21	8	AI	AI	PROPN	ORG
1	modelsgenvideo	21	9	generated	generate	VERB	O
1	modelsgenvideo	21	10	video	video	NOUN	O
1	modelsgenvideo	22	1	simplest	simple	ADJ	O
1	modelsgenvideo	22	2	way	way	NOUN	O
1	modelsgenvideo	22	3	visualize	visualize	VERB	O
1	modelsgenvideo	22	4	scene	scene	NOUN	O
1	modelsgenvideo	22	5	depth	depth	NOUN	O
1	modelsgenvideo	22	6	map	map	NOUN	O
1	modelsgenvideo	22	7	pixel	pixel	NOUN	O
1	modelsgenvideo	22	8	colored	color	VERB	O
1	modelsgenvideo	22	9	distance	distance	NOUN	O
1	modelsgenvideo	22	10	camera	camera	NOUN	O
1	modelsgenvideo	22	11	ColorDepth	ColorDepth	PROPN	ORG
1	modelsgenvideo	22	12	NearFar	NearFar	PROPN	ORG
1	modelsgenvideo	22	13	Change	Change	PROPN	ORG
1	modelsgenvideo	22	14	effects	effect	NOUN	O
1	modelsgenvideo	22	15	buttons	button	NOUN	O
1	modelsgenvideo	22	16	Use	Use	PROPN	O
1	modelsgenvideo	22	17	WASD	wasd	NOUN	ORG
1	modelsgenvideo	22	18	keys	key	NOUN	O
1	modelsgenvideo	22	19	move	move	VERB	O
1	modelsgenvideo	22	20	Click	Click	PROPN	FAC
1	modelsgenvideo	22	21	drag	drag	VERB	O
1	modelsgenvideo	22	22	look	look	VERB	O
1	modelsgenvideo	22	23	around	around	ADP	O
1	modelsgenvideo	22	24	bounds	bound	NOUN	O
1	modelsgenvideo	22	25	use	use	VERB	O
1	modelsgenvideo	22	26	scene	scene	NOUN	O
1	modelsgenvideo	22	27	structure	structure	NOUN	O
1	modelsgenvideo	22	28	build	build	VERB	O
1	modelsgenvideo	22	29	interactive	interactive	ADJ	O
1	modelsgenvideo	22	30	effects	effect	NOUN	O
1	modelsgenvideo	22	31	click	click	VERB	O
1	modelsgenvideo	22	32	scene	scene	NOUN	O
1	modelsgenvideo	22	33	interact	interact	VERB	O
1	modelsgenvideo	23	1	Use	use	VERB	O
1	modelsgenvideo	23	2	WASD	wasd	NOUN	ORG
1	modelsgenvideo	23	3	keys	key	NOUN	O
1	modelsgenvideo	23	4	move	move	VERB	O
1	modelsgenvideo	23	5	Click	Click	PROPN	FAC
1	modelsgenvideo	23	6	drag	drag	VERB	O
1	modelsgenvideo	23	7	look	look	VERB	O
1	modelsgenvideo	23	8	around	around	ADP	O
1	modelsgenvideo	23	9	bounds	bound	NOUN	O
1	modelsgenvideo	24	1	also	also	ADV	O
1	modelsgenvideo	24	2	build	build	VERB	O
1	modelsgenvideo	24	3	effects	effect	NOUN	O
1	modelsgenvideo	24	4	passively	passively	ADV	O
1	modelsgenvideo	24	5	animate	animate	VERB	O
1	modelsgenvideo	24	6	scene	scene	NOUN	O
1	modelsgenvideo	25	1	RustleWavesColor	rustlewavescolor	VERB	O
1	modelsgenvideo	25	2	WaveNone	WaveNone	PROPN	O
1	modelsgenvideo	25	3	Change	change	NOUN	O
1	modelsgenvideo	25	4	effects	effect	NOUN	O
1	modelsgenvideo	25	5	buttons	button	NOUN	O
1	modelsgenvideo	25	6	Use	Use	PROPN	O
1	modelsgenvideo	25	7	WASD	wasd	NOUN	ORG
1	modelsgenvideo	25	8	keys	key	NOUN	O
1	modelsgenvideo	25	9	move	move	VERB	O
1	modelsgenvideo	25	10	Click	Click	PROPN	FAC
1	modelsgenvideo	25	11	drag	drag	VERB	O
1	modelsgenvideo	25	12	look	look	VERB	O
1	modelsgenvideo	25	13	around	around	ADP	O
1	modelsgenvideo	25	14	bounds	bound	NOUN	O
1	modelsgenvideo	25	15	Step	step	VERB	O
1	modelsgenvideo	25	16	Paintings	painting	NOUN	WORK_OF_ART
1	modelsgenvideo	25	17	World	World	PROPN	WORK_OF_ART
1	modelsgenvideo	25	18	generation	generation	NOUN	O
1	modelsgenvideo	25	19	allows	allow	VERB	O
1	modelsgenvideo	25	20	experience	experience	VERB	O
1	modelsgenvideo	25	21	iconic	iconic	ADJ	O
1	modelsgenvideo	25	22	pieces	piece	NOUN	O
1	modelsgenvideo	25	23	art	art	NOUN	O
1	modelsgenvideo	25	24	new	new	ADJ	O
1	modelsgenvideo	25	25	way	way	NOUN	O
1	modelsgenvideo	26	1	generated	generate	VERB	O
1	modelsgenvideo	26	2	worlds	world	NOUN	O
1	modelsgenvideo	26	3	favorite	favorite	ADJ	O
1	modelsgenvideo	26	4	pieces	piece	NOUN	O
1	modelsgenvideo	26	5	van	van	PROPN	PERSON
1	modelsgenvideo	26	6	Gogh	Gogh	PROPN	PERSON
1	modelsgenvideo	26	7	Hopper	Hopper	PROPN	GPE
1	modelsgenvideo	26	8	Seurat	Seurat	PROPN	GPE
1	modelsgenvideo	26	9	Kandinsky	Kandinsky	PROPN	PERSON
1	modelsgenvideo	27	1	Anything	anything	PRON	O
1	modelsgenvideo	27	2	original	original	ADJ	O
1	modelsgenvideo	27	3	painting	painting	NOUN	O
1	modelsgenvideo	27	4	generated	generate	VERB	O
1	modelsgenvideo	27	5	model	model	NOUN	O
1	modelsgenvideo	28	1	Explore	explore	VERB	O
1	modelsgenvideo	28	2	generated	generated	ADJ	O
1	modelsgenvideo	28	3	world	world	NOUN	O
1	modelsgenvideo	28	4	Use	Use	PROPN	O
1	modelsgenvideo	28	5	WASD	WASD	PROPN	ORG
1	modelsgenvideo	28	6	keys	key	NOUN	O
1	modelsgenvideo	28	7	move	move	VERB	O
1	modelsgenvideo	28	8	Click	Click	PROPN	FAC
1	modelsgenvideo	28	9	drag	drag	VERB	O
1	modelsgenvideo	28	10	look	look	VERB	O
1	modelsgenvideo	28	11	around	around	ADP	O
1	modelsgenvideo	28	12	bounds	bound	NOUN	O
1	modelsgenvideo	28	13	Creative	creative	ADJ	PERSON
1	modelsgenvideo	28	14	Workflows	Workflows	PROPN	PERSON
1	modelsgenvideo	28	15	world	world	NOUN	O
1	modelsgenvideo	28	16	generation	generation	NOUN	O
1	modelsgenvideo	28	17	naturally	naturally	ADV	O
1	modelsgenvideo	28	18	composes	compose	VERB	O
1	modelsgenvideo	28	19	AI	AI	PROPN	ORG
1	modelsgenvideo	28	20	tools	tool	NOUN	O
1	modelsgenvideo	29	1	allows	allow	VERB	O
1	modelsgenvideo	29	2	creators	creator	NOUN	O
1	modelsgenvideo	29	3	work	work	VERB	O
1	modelsgenvideo	29	4	tools	tool	NOUN	O
1	modelsgenvideo	29	5	already	already	ADV	O
1	modelsgenvideo	29	6	know	know	VERB	O
1	modelsgenvideo	29	7	enable	enable	VERB	O
1	modelsgenvideo	29	8	new	new	ADJ	O
1	modelsgenvideo	29	9	experiences	experience	NOUN	O
1	modelsgenvideo	30	1	example	example	NOUN	O
1	modelsgenvideo	30	2	create	create	VERB	O
1	modelsgenvideo	30	3	worlds	world	NOUN	O
1	modelsgenvideo	30	4	text	text	NOUN	O
1	modelsgenvideo	30	5	first	first	ADV	ORDINAL
1	modelsgenvideo	30	6	generating	generate	VERB	O
1	modelsgenvideo	30	7	image	image	NOUN	O
1	modelsgenvideo	30	8	using	use	VERB	O
1	modelsgenvideo	30	9	text	text	NOUN	O
1	modelsgenvideo	30	10	image	image	NOUN	O
1	modelsgenvideo	30	11	model	model	NOUN	O
1	modelsgenvideo	31	1	Different	different	ADJ	O
1	modelsgenvideo	31	2	models	model	NOUN	O
1	modelsgenvideo	31	3	style	style	NOUN	O
1	modelsgenvideo	31	4	worlds	world	NOUN	O
1	modelsgenvideo	31	5	inherit	inherit	VERB	O
1	modelsgenvideo	32	1	generate	generate	VERB	O
1	modelsgenvideo	32	2	four	four	NUM	CARDINAL
1	modelsgenvideo	32	3	variants	variant	NOUN	O
1	modelsgenvideo	32	4	scene	scene	NOUN	O
1	modelsgenvideo	32	5	using	use	VERB	O
1	modelsgenvideo	32	6	different	different	ADJ	O
1	modelsgenvideo	32	7	text	text	NOUN	O
1	modelsgenvideo	32	8	image	image	NOUN	O
1	modelsgenvideo	32	9	models	model	NOUN	O
1	modelsgenvideo	32	10	using	use	VERB	O
1	modelsgenvideo	32	11	prompt	prompt	NOUN	O
1	modelsgenvideo	32	12	vibrant	vibrant	ADJ	O
1	modelsgenvideo	32	13	cartoon	cartoon	NOUN	O
1	modelsgenvideo	32	14	style	style	NOUN	O
1	modelsgenvideo	32	15	teenager	teenager	NOUN	O
1	modelsgenvideo	32	16	bedroom	bedroom	NOUN	O
1	modelsgenvideo	32	17	bed	bed	NOUN	O
1	modelsgenvideo	32	18	covered	cover	VERB	O
1	modelsgenvideo	32	19	colorful	colorful	ADJ	O
1	modelsgenvideo	32	20	blankets	blanket	NOUN	O
1	modelsgenvideo	32	21	cluttered	cluttered	ADJ	O
1	modelsgenvideo	32	22	desk	desk	NOUN	O
1	modelsgenvideo	32	23	computer	computer	NOUN	O
1	modelsgenvideo	32	24	posters	poster	NOUN	O
1	modelsgenvideo	32	25	walls	wall	NOUN	O
1	modelsgenvideo	32	26	scattered	scatter	VERB	O
1	modelsgenvideo	32	27	sports	sport	NOUN	O
1	modelsgenvideo	32	28	gear	gear	NOUN	O
1	modelsgenvideo	33	1	guitar	guitar	NOUN	O
1	modelsgenvideo	33	2	leans	lean	NOUN	O
1	modelsgenvideo	33	3	wall	wall	NOUN	O
1	modelsgenvideo	33	4	cozy	cozy	ADJ	O
1	modelsgenvideo	33	5	patterned	patterned	ADJ	O
1	modelsgenvideo	33	6	rug	rug	NOUN	O
1	modelsgenvideo	33	7	center	center	NOUN	O
1	modelsgenvideo	34	1	Light	light	NOUN	O
1	modelsgenvideo	34	2	window	window	NOUN	O
1	modelsgenvideo	34	3	adds	add	VERB	O
1	modelsgenvideo	34	4	warm	warm	ADJ	O
1	modelsgenvideo	34	5	youthful	youthful	ADJ	O
1	modelsgenvideo	34	6	vibe	vibe	NOUN	O
1	modelsgenvideo	34	7	room	room	NOUN	O
1	modelsgenvideo	35	1	Explore	explore	VERB	O
1	modelsgenvideo	35	2	generated	generated	ADJ	O
1	modelsgenvideo	35	3	world	world	NOUN	O
1	modelsgenvideo	35	4	Use	Use	PROPN	O
1	modelsgenvideo	35	5	WASD	WASD	PROPN	ORG
1	modelsgenvideo	35	6	keys	key	NOUN	O
1	modelsgenvideo	35	7	move	move	VERB	O
1	modelsgenvideo	35	8	Click	Click	PROPN	FAC
1	modelsgenvideo	35	9	drag	drag	VERB	O
1	modelsgenvideo	35	10	look	look	VERB	O
1	modelsgenvideo	35	11	around	around	ADP	O
1	modelsgenvideo	35	12	bounds	bound	NOUN	O
1	modelsgenvideo	35	13	given	give	VERB	O
1	modelsgenvideo	35	14	creators	creator	NOUN	O
1	modelsgenvideo	35	15	early	early	ADJ	O
1	modelsgenvideo	35	16	sneak	sneak	NOUN	O
1	modelsgenvideo	35	17	peek	peek	NOUN	O
1	modelsgenvideo	35	18	technology	technology	NOUN	O
1	modelsgenvideo	35	19	begin	begin	VERB	O
1	modelsgenvideo	35	20	experimenting	experiment	VERB	O
1	modelsgenvideo	35	21	possibilities	possibility	NOUN	O
1	modelsgenvideo	35	22	enabled	enable	VERB	O
1	modelsgenvideo	35	23	native	native	ADJ	O
1	modelsgenvideo	35	24	generative	generative	ADJ	O
1	modelsgenvideo	35	25	AI	AI	PROPN	ORG
1	modelsgenvideo	35	26	workflow	workflow	NOUN	O
1	modelsgenvideo	36	1	Eric	Eric	PROPN	PERSON
1	modelsgenvideo	36	2	Solorio	Solorio	PROPN	PERSON
1	modelsgenvideo	36	3	shows	show	VERB	O
1	modelsgenvideo	36	4	models	model	NOUN	O
1	modelsgenvideo	36	5	fill	fill	VERB	O
1	modelsgenvideo	36	6	gap	gap	NOUN	O
1	modelsgenvideo	36	7	creative	creative	ADJ	O
1	modelsgenvideo	36	8	workflow	workflow	NOUN	O
1	modelsgenvideo	36	9	making	make	VERB	O
1	modelsgenvideo	36	10	easy	easy	ADJ	O
1	modelsgenvideo	36	11	stage	stage	VERB	O
1	modelsgenvideo	36	12	characters	character	NOUN	O
1	modelsgenvideo	36	13	within	within	ADP	O
1	modelsgenvideo	36	14	scenes	scene	NOUN	O
1	modelsgenvideo	36	15	direct	direct	ADJ	O
1	modelsgenvideo	36	16	precise	precise	ADJ	O
1	modelsgenvideo	36	17	camera	camera	NOUN	O
1	modelsgenvideo	36	18	movements	movement	NOUN	O
1	modelsgenvideo	36	19	Brittani	Brittani	PROPN	PERSON
1	modelsgenvideo	36	20	Natali	Natali	PROPN	PERSON
1	modelsgenvideo	36	21	lays	lay	VERB	O
1	modelsgenvideo	36	22	carefully	carefully	ADV	O
1	modelsgenvideo	36	23	crafted	craft	VERB	O
1	modelsgenvideo	36	24	camera	camera	NOUN	O
1	modelsgenvideo	36	25	paths	path	NOUN	O
1	modelsgenvideo	36	26	generated	generate	VERB	O
1	modelsgenvideo	36	27	worlds	world	NOUN	O
1	modelsgenvideo	36	28	evoke	evoke	VERB	O
1	modelsgenvideo	36	29	different	different	ADJ	O
1	modelsgenvideo	36	30	moods	mood	NOUN	O
1	modelsgenvideo	36	31	across	across	ADP	O
1	modelsgenvideo	36	32	three	three	NUM	CARDINAL
1	modelsgenvideo	36	33	short	short	ADJ	O
1	modelsgenvideo	36	34	films	film	NOUN	O
1	modelsgenvideo	36	35	using	use	VERB	O
1	modelsgenvideo	36	36	workflow	workflow	NOUN	O
1	modelsgenvideo	36	37	combining	combine	VERB	O
1	modelsgenvideo	36	38	World	World	PROPN	ORG
1	modelsgenvideo	36	39	Labs	Labs	PROPN	ORG
1	modelsgenvideo	36	40	technology	technology	NOUN	O
1	modelsgenvideo	36	41	tools	tool	NOUN	O
1	modelsgenvideo	36	42	like	like	ADP	O
1	modelsgenvideo	36	43	Midjourney	Midjourney	PROPN	PERSON
1	modelsgenvideo	36	44	Runway	Runway	PROPN	ORG
1	modelsgenvideo	36	45	Suno	Suno	PROPN	GPE
1	modelsgenvideo	36	46	ElevenLabs	ElevenLabs	PROPN	ORG
1	modelsgenvideo	36	47	Blender	Blender	PROPN	ORG
1	modelsgenvideo	36	48	CapCut	capcut	NOUN	O
1	modelsgenvideo	36	49	Looking	look	VERB	O
1	modelsgenvideo	36	50	Ahead	ahead	ADV	O
1	modelsgenvideo	36	51	results	result	NOUN	O
1	modelsgenvideo	36	52	first	first	ADJ	ORDINAL
1	modelsgenvideo	36	53	early	early	ADJ	O
1	modelsgenvideo	36	54	preview	preview	NOUN	O
1	modelsgenvideo	36	55	generating	generate	VERB	O
1	modelsgenvideo	36	56	worlds	world	NOUN	O
1	modelsgenvideo	37	1	hard	hard	ADJ	O
1	modelsgenvideo	37	2	work	work	NOUN	O
1	modelsgenvideo	37	3	improving	improve	VERB	O
1	modelsgenvideo	37	4	size	size	NOUN	O
1	modelsgenvideo	37	5	fidelity	fidelity	NOUN	ORG
1	modelsgenvideo	37	6	generated	generate	VERB	O
1	modelsgenvideo	37	7	worlds	world	NOUN	O
1	modelsgenvideo	37	8	experimenting	experiment	VERB	O
1	modelsgenvideo	37	9	new	new	ADJ	O
1	modelsgenvideo	37	10	ways	way	NOUN	O
1	modelsgenvideo	37	11	users	user	NOUN	O
1	modelsgenvideo	37	12	interact	interact	VERB	O
1	modelsgenvideo	38	1	Keep	keep	VERB	O
1	modelsgenvideo	38	2	future	future	ADJ	O
1	modelsgenvideo	38	3	releases	release	NOUN	O
1	modelsgenvideo	38	4	via	via	ADP	O
1	modelsgenvideo	38	5	waitlist	waitlist	NOUN	O
1	modelsgenvideo	38	6	get	get	VERB	O
1	modelsgenvideo	38	7	touch	touch	NOUN	O
1	modelsgenvideo	39	1	excited	excited	ADJ	O
1	modelsgenvideo	39	2	help	help	VERB	O
1	modelsgenvideo	39	3	us	we	PRON	O
1	modelsgenvideo	39	4	realize	realize	VERB	O
1	modelsgenvideo	39	5	vision	vision	NOUN	O
1	modelsgenvideo	39	6	join	join	VERB	O
1	modelsgenvideo	39	7	us	we	PRON	O
